 (-7.592718197409495939e-01+0.000000000000000000e+00j)  (1.220023079750179457e-01-5.654627981871432896e-01j)  (2.535494307818910720e-01+1.044889168711522348e-01j)  (-1.099726303642504718e-02+1.163932002712433911e-01j)
 (-2.150482831100786751e-01-3.846399066115533394e-01j)  (-6.081074339168407450e-01-9.520263289201663648e-02j)  (-3.452443262245717959e-01+8.045694500653353953e-02j)  (-7.914051832841608250e-03-5.488338443211296935e-01j)
 (2.112126191323989571e-02+3.846399066115533394e-01j)  (4.923262069104113459e-01-1.897998447184730542e-01j)  (-2.661679634537745254e-01-1.231882559587298698e-01j)  (-2.854837656085736919e-01-6.369264069496284320e-01j)
 (-6.714306664384009360e-02-2.764245377299894835e-01j)  (-6.689316179201959534e-02+6.021044809793982960e-02j)  (2.751184443652671674e-01-7.983839289502143721e-01j)  (-4.448305672597016591e-01+1.957551134219885018e-05j)
